[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=9488 scan_move_us=13704.3 revoke_us=1027881.1 pause_us=1041585.4
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=11499 scan_move_us=13826.3 revoke_us=1081025.5 pause_us=1094851.8
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=13899 scan_move_us=13568.6 revoke_us=1145779.1 pause_us=1159347.8
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=16330 scan_move_us=13035.5 revoke_us=1238868.9 pause_us=1251904.4
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=18660 scan_move_us=13335.9 revoke_us=1317320.9 pause_us=1330656.7
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=21189 scan_move_us=13770.5 revoke_us=1377293.2 pause_us=1391063.7
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=23748 scan_move_us=13340.2 revoke_us=1476475.2 pause_us=1489815.4
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=26481 scan_move_us=15068.3 revoke_us=1589337.8 pause_us=1604406.1
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=30186 scan_move_us=13344.5 revoke_us=1690268.0 pause_us=1703612.5
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=32744 scan_move_us=14252.8 revoke_us=2033745.4 pause_us=2047998.2
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=36417 scan_move_us=12993.9 revoke_us=1874581.3 pause_us=1887575.2
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=40358 scan_move_us=13998.5 revoke_us=1974284.6 pause_us=1988283.0
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=43490 scan_move_us=13722.8 revoke_us=2102692.5 pause_us=2116415.2
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=46985 scan_move_us=13447.2 revoke_us=2194958.1 pause_us=2208405.3
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=50019 scan_move_us=13614.3 revoke_us=2291691.7 pause_us=2305306.0
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=54211 scan_move_us=14165.3 revoke_us=2405465.1 pause_us=2419630.4
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=58397 scan_move_us=13501.2 revoke_us=2539764.8 pause_us=2553266.0
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=62410 scan_move_us=13700.2 revoke_us=2676921.9 pause_us=2690622.1
[C11-pause] roots=894 heap_in=879 moved=8 fixed=16 revoked=8 heap_used_K=66641 scan_move_us=13776.4 revoke_us=3114369.2 pause_us=3128145.6
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=71758 scan_move_us=13676.2 revoke_us=2960712.2 pause_us=2974388.4
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=75331 scan_move_us=14243.8 revoke_us=3077304.7 pause_us=3091548.5
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=80182 scan_move_us=11651.6 revoke_us=3203043.8 pause_us=3214695.4
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=85702 scan_move_us=15199.6 revoke_us=3355351.6 pause_us=3370551.3
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=91179 scan_move_us=15087.3 revoke_us=3492807.2 pause_us=3507894.5
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=95559 scan_move_us=13641.4 revoke_us=3672238.2 pause_us=3685879.6
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=101322 scan_move_us=19237.5 revoke_us=4169859.0 pause_us=4189096.5
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=107455 scan_move_us=14132.9 revoke_us=4061694.4 pause_us=4075827.3
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=113286 scan_move_us=14434.6 revoke_us=4261741.3 pause_us=4276175.9
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=119228 scan_move_us=13459.4 revoke_us=4558067.5 pause_us=4571526.9
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=124969 scan_move_us=13188.9 revoke_us=4638402.3 pause_us=4651591.2
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=131413 scan_move_us=15106.4 revoke_us=4763755.4 pause_us=4778861.8
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=138151 scan_move_us=14673.0 revoke_us=4941669.7 pause_us=4956342.7
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=144210 scan_move_us=21579.8 revoke_us=5437780.9 pause_us=5459360.7
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=149703 scan_move_us=14894.5 revoke_us=5365342.4 pause_us=5380236.9
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=155166 scan_move_us=13616.9 revoke_us=5665519.4 pause_us=5679136.3
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=161084 scan_move_us=14762.8 revoke_us=6113220.6 pause_us=6127983.3
[C11-pause] roots=894 heap_in=880 moved=8 fixed=16 revoked=8 heap_used_K=167113 scan_move_us=14564.7 revoke_us=5949885.8 pause_us=5964450.5
